vol,price,
0.000000,0.000000,
0.010000,0.000052,
0.020000,0.025949,
0.030000,0.094822,
0.040000,0.148123,
0.050000,0.173207,
0.060000,0.179635,
0.070000,0.176490,
0.080000,0.169056,
0.090000,0.160033,
0.100000,0.150728,
0.110000,0.141747,
0.120000,0.133345,
0.130000,0.125605,
0.140000,0.118528,
0.150000,0.112077,
0.160000,0.106201,
0.170000,0.100845,
0.180000,0.095955,
0.190000,0.091480,
0.200000,0.087376,
0.210000,0.083602,
0.220000,0.080125,
0.230000,0.076911,
0.240000,0.073934,
0.250000,0.071171,
0.260000,0.068599,
0.270000,0.066201,
0.280000,0.063960,
0.290000,0.061862,
0.300000,0.059893,
0.310000,0.058043,
0.320000,0.056302,
0.330000,0.054660,
0.340000,0.053109,
0.350000,0.051642,
0.360000,0.050253,
0.370000,0.048935,
0.380000,0.047684,
0.390000,0.046494,
0.400000,0.045361,
0.410000,0.044281,
0.420000,0.043251,
0.430000,0.042268,
0.440000,0.041327,
0.450000,0.040427,
0.460000,0.039565,
0.470000,0.038739,
0.480000,0.037946,
0.490000,0.037185,
0.500000,0.036453,
0.510000,0.035750,
0.520000,0.035073,
0.530000,0.034420,
0.540000,0.033792,
0.550000,0.033186,
0.560000,0.032601,
0.570000,0.032036,
0.580000,0.031490,
0.590000,0.030963,
0.600000,0.030453,
0.610000,0.029959,
0.620000,0.029481,
0.630000,0.029018,
0.640000,0.028569,
0.650000,0.028133,
0.660000,0.027711,
0.670000,0.027301,
0.680000,0.026903,
0.690000,0.026517,
0.700000,0.026141,
0.710000,0.025776,
0.720000,0.025421,
0.730000,0.025075,
0.740000,0.024739,
0.750000,0.024411,
0.760000,0.024092,
0.770000,0.023782,
0.780000,0.023479,
0.790000,0.023183,
0.800000,0.022895,
0.810000,0.022615,
0.820000,0.022340,
0.830000,0.022073,
0.840000,0.021812,
0.850000,0.021556,
0.860000,0.021307,
0.870000,0.021064,
0.880000,0.020825,
0.890000,0.020593,
0.900000,0.020365,
0.910000,0.020142,
0.920000,0.019924,
0.930000,0.019711,
0.940000,0.019502,
0.950000,0.019298,
0.960000,0.019098,
0.970000,0.018902,
0.980000,0.018710,
0.990000,0.018522,
1.000000,0.018337,
