vol,price,
0.000000,0.000000,
0.010000,0.000000,
0.020000,0.003681,
0.030000,0.067227,
0.040000,0.248948,
0.050000,0.545363,
0.060000,0.913447,
0.070000,1.297819,
0.080000,1.764334,
0.090000,2.299764,
0.100000,2.797577,
0.110000,3.253727,
0.120000,3.788516,
0.130000,4.323573,
0.140000,4.821536,
0.150000,5.325407,
0.160000,5.991671,
0.170000,6.488980,
0.180000,6.988616,
0.190000,7.594798,
0.200000,8.235234,
0.210000,8.860052,
0.220000,9.221734,
0.230000,9.854902,
0.240000,10.433160,
0.250000,10.971525,
0.260000,11.610044,
0.270000,12.046699,
0.280000,12.751550,
0.290000,13.229992,
0.300000,13.943481,
0.310000,14.314120,
0.320000,14.874062,
0.330000,15.430512,
0.340000,16.068031,
0.350000,16.741482,
0.360000,17.389665,
0.370000,18.029983,
0.380000,18.373940,
0.390000,18.836202,
0.400000,19.439963,
0.410000,19.914192,
0.420000,20.515680,
0.430000,21.040183,
0.440000,21.963902,
0.450000,22.313827,
0.460000,22.859905,
0.470000,23.065119,
0.480000,23.967680,
0.490000,24.331957,
0.500000,25.096488,
0.510000,25.507192,
0.520000,26.166720,
0.530000,26.766453,
0.540000,27.171119,
0.550000,27.736424,
0.560000,28.221341,
0.570000,29.329633,
0.580000,29.763193,
0.590000,29.672005,
0.600000,30.316838,
0.610000,30.620750,
0.620000,31.309387,
0.630000,32.108620,
0.640000,32.194777,
0.650000,32.790915,
0.660000,33.833367,
0.670000,34.049525,
0.680000,34.262133,
0.690000,34.784000,
0.700000,36.283265,
0.710000,36.141733,
0.720000,36.279152,
0.730000,37.205021,
0.740000,37.822246,
0.750000,39.148067,
0.760000,39.170895,
0.770000,39.148425,
0.780000,40.249055,
0.790000,40.614314,
0.800000,40.237465,
0.810000,41.629770,
0.820000,41.111388,
0.830000,42.016199,
0.840000,42.789293,
0.850000,44.115331,
0.860000,42.990455,
0.870000,44.408244,
0.880000,44.031935,
0.890000,44.667206,
0.900000,45.531518,
0.910000,45.697166,
0.920000,45.467831,
0.930000,46.093155,
0.940000,48.110549,
0.950000,48.198874,
0.960000,50.311273,
0.970000,48.223332,
0.980000,47.873173,
0.990000,49.769769,
1.000000,50.437318,
